CID,CRPName,Party
N00041318,"Spaulding, Stephany Rose",D
N00042181,"Spearman, Pat",D
N00029649,"Speier, Jackie",D
N00042936,"Spencer, Luke",L
N00041299,"Spencer, Paul",D
N00041851,"Sperling, Paul",D
N00042838,"Spicer, Sue",D
N00042228,"Spiers, Jon",R
N00040703,"Spoerer, Carl",D
N00043344,"Spragins, Cisse",L
N00042100,"Sprayberry, Carl",D
N00043023,"Spring, Summer",D
N00043531,"Spurlock, Bill",R
N00043960,"Squier, Marcia",3
N00041419,"Sran, Deep",D
N00041069,"St John, Brendan",I
N00043132,"St John, Danielle",3
N00042140,"St John, Keith",D
N00041817,"St. Clair, Lucas",D
N00004118,"Stabenow, Debbie",D
N00043930,"Stackhouse, Edward Jr",I
N00039973,"Stafne, Scott",R
N00032437,"Standley, Kelly",L
N00041776,"Stanger, Erik",D
N00041988,"Stankevich, Nick",D
N00043642,"Stanley, Blake",R
N00042916,"Stansberry, Clifford David",R
N00043219,"Stansfield, Michael",D
N00040910,"Stanton, Eric",R
N00041750,"Stanton, Greg",D
N00041511,"Stauber, Pete",R
N00041824,"Stearns, Candius",R
N00042388,"Steed, Cybil",D
N00040992,"Steele, Dayna",D
N00043758,"Steele, Russell Wayne",I
N00043467,"Steen, Kevin Adam",R
N00035523,"Stefanik, Elise",R
N00042371,"Steffel, Kyle",R
N00043379,"Steil, Bryan",R
N00043304,"Stein, Jeffrey Lynn",R
N00032425,"Steinman, Leonard",D
N00037593,"Stella, Dominick",R
N00043360,"Stephens, Allison",D
N00028039,"Stepp, Ken",D
N00042621,"Stepp, Thomas Zane",R
N00042808,"Steube, Greg",R
N00040915,"Stevens, Haley",D
N00042799,"Stevens, Tyler",R
N00033932,"Stewart, Chris",R
N00041461,"Stewart, Corey",R
N00040683,"Stewart, Kelly",R
N00001443,"Stilp, Gene",D
N00029574,"Stivers, Steve",R
N00037585,"Stockham, Casper",R
N00040747,"Stockstill, Danny",R
N00034841,"Stockwell, Glenn",R
N00043022,"Stokes, Charles",D
N00039653,"Stokes, Steve",D
N00042465,"Stoler, Felicia",R
N00043338,"Stolle, Donald V",L
N00043445,"Stoltz, Eric",D
N00041529,"Stolz, John",D
N00041278,"Stone, Kiel",R
N00040976,"Stone, Ryan",D
N00041066,"Storment, Brandon",D
N00042265,"Stovall, Robert",R
N00041001,"Stover, Lindsey Davis",D
N00001728,"Stracuzzi, Natale",3
N00041925,"Strandberg, Greg",D
N00040607,"Strange, Luther",R
N00043425,"Strauss, Mark",L
N00033103,"Straw, Andrew",I
N00043189,"Strawder, Robert Van",L
N00043230,"Strek, Stefan G",R
N00033678,"Strickland, Timmy",I
N00042368,"Strider, David Lee",I
N00043059,"Stromness, Steven",R
N00043148,"Stubbs, Jeremy",I
N00040624,"Stuckart, Ben",D
N00041488,"Sturgill, Scott",R
N00041199,"Sturm, Scott",D
N00042014,"Suddarth, John",D
N00041086,"Sugarman, Kimberly",D
N00036789,"Suitonu-Chapman, Meleagi",D
N00041579,"Sullivan, Joe",D
N00041979,"Sullivan, Maura",D
N00040659,"Sullivan, Richard",D
N00041163,"Sullivan, Sue",D
N00041501,"Summe, Mark John",R
N00041168,"Sundquist, Edward",D
N00038742,"Suozzi, Tom",D
N00043463,"Suprun, Christopher",I
N00041459,"Surveyor, Charlotte",D
N00041239,"Sutherland, Matt",D
N00042651,"Svenson, Brad",3
N00041554,"Svitavsky, Jon",D
N00043303,"Svoboda, Frank B",D
N00043514,"Svoboda, Steve",D
N00043096,"Swafford, Joe",L
N00033508,"Swalwell, Eric",D
N00034574,"Swank, Keith",R
N00040693,"Swann, Fred",D
N00042862,"Swanson, Elinor",L
N00040897,"Swanson, Victor",D
N00041293,"Swearengin, Paula Jean",D
N00041055,"Sweeney, Michael",D
N00038837,"Sweeney, Mike",R
N00042940,"Sweny, Sara Kellen",I
N00006159,"Swing, Gary",3
N00042112,"Swisher, Aaron",D
N00041922,"Sykes, Courtland",R
N00042636,"Sykes, Scott",D
N00041748,"Sylvester, Christopher",R
N00041585,"Tache, Lynda",R
N00039781,"Tager, Robert",D
N00041033,"Takami, Andrew",R
N00006701,"Takano, Mark",D
N00042435,"Tannahill, Tyler",R
N00043312,"Tannehill, Clint",D
N00041573,"Tanoos, William",D
N00042720,"Tapio, Neal",R
N00040956,"Tarasi, Elizabeth",D
N00031176,"Tarkanian, Danny",R
N00039036,"Tate, Jason",I
N00042861,"Tate, Katherine Bitzi",R
N00001982,"Taylor, Blaine",R
N00040753,"Taylor, Chris",R
N00038771,"Taylor, James",R
N00042440,"Taylor, Lamont",R
N00042756,"Taylor, Paul",R
N00031263,"Taylor, Scott",R
N00041233,"Taylor, Tom",D
N00027709,"Taylor, Van",R
N00041961,"Tedeschi, Peter",R
N00036334,"Teijeiro, Annette",R
N00042262,"Temple, Samuel",R
N00036351,"Tenney, Claudia",R
N00041185,"Terrell, Eric",R
N00027605,"Tester, Jon",D
N00039532,"Thaler, Matthew",D
N00041839,"Theobald, Paul",D
N00043483,"Theodoropoulos, Demitri George",3
N00039114,"Therrien, David",R
N00042588,"Thibodeaux, Murray",D
N00041583,"Thom, Sean",D
N00041445,"Thom, Sean",D
N00042945,"Thomas, Arthur IV",L
N00041798,"Thomas, D Vincent Jr",R
N00041802,"Thomas, Jared",R
N00041128,"Thomas, Jeff",D
N00041984,"Thomas, Jefferson",D
N00038574,"Thomas, Kathi",D
N00042672,"Thomas, Kevin",D
N00037437,"Thomas, Mary",R
N00041782,"Thomas, Mathew",D
N00041316,"Thomas, Nick",I
N00041351,"Thomas, Reggie",D
N00043019,"Thomas, Verone",D
N00003288,"Thompson, Bennie G",D
N00029736,"Thompson, Glenn",R
N00042457,"Thompson, Hallie Jess",D
N00040713,"Thompson, James",D
N00007419,"Thompson, Mike",D
N00041558,"Thorburn, Andy",D
N00006052,"Thornberry, Mac",R
N00040209,"Thorne, Marcia",R
N00042432,"Thornton, Dee",D
N00040758,"Thornton, Josh",3
N00042659,"Tiegel, Marc",D
N00034729,"Tilghman, Jerome",D
N00041319,"Tillemann, Levi",D
N00034027,"Tillman, Jimmy Lee",R
N00042715,"Timmons, William",R
N00042944,"Tinus, Daniel",L
N00041302,"Tipirneni, Hiral",D
N00043678,"Tipon, Emmanuel S",R
N00043682,"Tippens, Michelle",L
N00027509,"Tipton, Scott",R
N00030191,"Titus, Dina",D
N00042649,"Tlaib, Rashida",D
N00041136,"Todd, Ian",D
N00043572,"Todd, Kris L",I
N00042020,"Toft, Steve",R
N00043021,"Toland, Mitchell",R
N00040233,"Tolbert, Charles",I
N00042086,"Toltz, Ken",D
N00036721,"Tomaszewski, Scot John",D
N00041337,"Tomkowiak, Mateusz",I
N00030196,"Tonko, Paul",D
N00043233,"Torres, David",R
N00042049,"Torres, Jose",D
N00036107,"Torres, Norma",D
N00043933,"Tosone, James",L
N00042667,"Toto, James",R
N00042408,"Toulme, Alix",I
N00043202,"Townsend, Bill",R
N00042359,"Toyos, Rolando",R
N00041808,"Trahan, Lori",D
N00041757,"Tran, Khanh",D
N00041075,"Tran, Mai-Khanh",D
N00027793,"Trauner, Gary",D
N00041706,"Trevino, Rick",D
N00040974,"Triantaphyllis, Alex",D
N00041117,"Tritch, Courtney",D
N00039122,"Trone, David",D
N00043396,"Trooien, Jerry",I
N00041491,"Truax, Todd James",D
N00043324,"Trundle, Ryan",D
N00042349,"Truono, Gene",R
N00043004,"Tsarnas, Mike",3
N00038570,"Tsimerman, Alex",I
N00042604,"Tucker, Clarke",D
N00007638,"Tuika, Tuika",I
N00028444,"Turk, Jacob",R
N00043515,"Turkavage, Robert",R
N00035154,"Turkavage, Robert",R
N00042215,"Turner, D Lee",D
N00043279,"Turner, Donnie O",D
N00025175,"Turner, Michael R",R
N00041971,"Turner, William Harrison",I
N00042261,"Turullols-Bonilla, Ricardo",I
N00041617,"Tutora, Nicholas",R
N00043888,"Tuttle, Charles",I
N00041701,"Tylka, Lawrence Michael",D
N00043687,"Tynio, Anya",R
N00041662,"Tyson, Caryn",R
N00041998,"Uehlinger, Scott",R
N00041551,"Uhric, Ray",D
N00041569,"Underwood, Lauren A",D
N00042402,"Upchurch, John",D
N00004133,"Upton, Fred",R
N00040618,"Urbina, Angel",R
N00043547,"Utley, Derek",R
N00034196,"Vaeth, Brian",R
N00041161,"Vaid, Omar",D
N00033367,"Valadao, David",R
N00039482,"Valdes, Alina",D
N00042283,"Valencia, Pedro",D
N00041936,"Valiente, Christian",R
N00043332,"Van Deventer, Edward Jr",R
N00042164,"Van Drew, Jeff",D
N00040657,"Van Houten, Tracy",D
N00041502,"Van Pelt, Tony",R
N00030108,"Van Raam, Douglas S",R
N00043749,"Van Risseghem, Anthony",R
N00033703,"Van Steenwyk, Clair",R
N00041947,"Vandermaas, James",D
N00042145,"Vanhelsing, Danielle",I
N00041452,"Vanostran, Cort",D
N00034498,"Varasteh, Ron",D
N00007021,"Vargas, Juan",D
N00042784,"Vargas, Steve",R
N00043370,"Varner, Mallory",D
N00033876,"Vasquez, Jaime",I
N00012669,"Vaughn, Corrogan R",R
N00043091,"Vaughn, Karen",I
N00041549,"Vaughn, Rikki",D
N00041304,"Vaughn, Seth",D
N00033839,"Veasey, Marc",D
N00040060,"Vega, Tyler Myles",3
N00034349,"Vela, Filemon",D
N00001102,"Velazquez, Nydia M",D
N00041991,"Veley, Jonathan Alan",L
N00037021,"Veltmeyer, James",R
N00041837,"Vera, Matthew",R
N00043221,"Verbeek, John",R
N00042120,"Vercolio-Osmund, Beth",D
N00040843,"Verdin, Charlie",D
N00042084,"Vialpando, Jeremiah",R
N00041621,"Vice, Mitchell",D
N00043200,"Vickers, Harry Lee",3
N00041379,"Vilela, Amy",D
N00042275,"Villescaz, Angela",D
N00025154,"Viloria-Fisher, Vivian",D
N00043679,"Vinole, Rene Raymond",R
N00043065,"Vipond, Jennifer",R
N00040837,"Virijevich, Alex William",R
N00003813,"Visclosky, Pete",D
N00029973,"Visconti, Joe",R
N00042496,"Vitali, Greg",D
N00039413,"Vitollo, Joe",R
N00043257,"Vivio, Lavern",R
N00007470,"Vlakancic, Connor",R
N00026762,"Vodvarka, Joseph John",R
N00041354,"Voehl, Christopher",D
N00034515,"Vohra, Arvin",L
N00041714,"Volosin, Peter",D
N00041683,"Volpato, Jack",R
N00040641,"Von Behr, Irina Baroness",R
N00043333,"Vroman, Robert",R
N00041929,"Vukmir, Leah",R
N00040923,"Wadkins, Randy",D
N00033106,"Wagner, Ann L",R
N00038289,"Wakely, Tom",D
N00026368,"Walberg, Tim",R
N00007690,"Walden, Greg",R
N00040711,"Walker, Charles",D
N00042514,"Walker, Craig",R
N00036861,"Walker, David",3
N00043356,"Walker, Javahn",D
N00038422,"Walker, Kimberly H",D
N00035311,"Walker, Mark",R
N00042437,"Walker, Paul",D
N00042220,"Walker, Rick",R
N00040214,"Walker, Scott",R
N00042249,"Walker, Tami",D
N00024108,"Walkowicz, Gary",3
N00042222,"Wall, Kathaleen",R
N00042497,"Wallace, Scott",D
N00040653,"Wallace, Tenaya",D
N00043710,"Wallin, Rikka L",I
N00039471,"Walls-Windhauser, Angela",R
N00031226,"Walorski, Jackie",R
N00043025,"Walsh, John",R
N00028159,"Walters, Eddison",R
N00041065,"Walters, Martha",D
N00041622,"Walters, Mary Jo",D
N00035391,"Walters, Mimi",R
N00042955,"Walton, Joe",L
N00042403,"Waltz, Michael",R
N00038651,"Walz, Jim",D
N00040961,"Wampler, Kris",R
N00041409,"Wannamaker, John",D
N00041417,"Ward, Daniel",D
N00041184,"Ward, John",L
N00041781,"Ward, John",R
N00037492,"Ward, Kelli",R
N00042000,"Ward, Kim",R
N00042111,"Wardell, James D",I
N00042272,"Wardlaw, Peggy",R
N00042303,"Warnacut, David",I
N00040904,"Warren, Dom",D
N00033492,"Warren, Elizabeth",D
N00040737,"Warren, Maria Collins",D
N00041852,"Warrington, Karl",D
N00043244,"Washabaugh, Bernie",R
N00041844,"Washburne, Mark",D
N00040633,"Waters, Allen",R
N00043090,"Waters, Matt",L
N00006690,"Waters, Maxine",D
N00041676,"Watkins, Richard",D
N00042126,"Watkins, Steve",R
N00036425,"Watson, Jerry B",R
N00024213,"Watson, Kennita",L
N00041503,"Watson, Liz",D
N00036202,"Watson, Todd",R
N00041366,"Watts, Ryan",D
N00037519,"Weaver, Kim",D
N00040828,"Weaver, Laura Ann",D
N00043778,"Weaver, Marshal",I
N00043751,"Webb, Andrew",I
N00040896,"Webb, Benjamin",D
N00041048,"Webb, Dustin Ray",D
N00036451,"Webb, John",R
N00038575,"Webb, Mike",I
N00038350,"Webber, David",R
N00042670,"Webber, Jay",R
N00041343,"Weber, George",D
N00040928,"Weber, Linda",D
N00033539,"Weber, Randy",R
N00026335,"Webster, Daniel",R
N00040825,"Webster, Elizabeth",D
N00009291,"Weeks, David Kenneth",I
N00042037,"Weeks, James",L
N00043078,"Wefer, Dana",R
N00039323,"Wegman, Gary",D
N00042880,"Wegner, Kenneth",R
N00041868,"Weidman, David",D
N00037150,"Weil, Richard Lyons",D
N00042725,"Weiland, Kurt",D
N00039303,"Weingart, Patrick",I
N00041522,"Weiss, Michael",D
N00042712,"Weiss, Ryan",R
N00042569,"Welch, Casey",R
N00000515,"Welch, Peter",D
N00041504,"Welder, Brent",D
N00041842,"Welle, Josh",D
N00043745,"Wellington, Sarah",3
N00041280,"Wellman, Heidi",R
N00042792,"Wells, Bill",R
N00043637,"Wells, Laura",3
N00043377,"Wells, Pete",L
N00002763,"Wells, Tom",D
N00010777,"Welty, Harry Robb",R
N00033310,"Wenstrup, Brad",R
N00043469,"Werner, Cynthia",R
N00042899,"Wertime, David",D
N00041675,"West, Dan",D
N00042618,"West, Herman Jr",R
N00041497,"West, Mary",I
N00040640,"Westbrook, Brianna",D
N00043461,"Westergren, Michael",D
N00035527,"Westerman, Bruce",R
N00040975,"Westin, Jason",D
N00038813,"Westley, Tim",R
N00041628,"Westmoreland, Brad",D
N00041002,"Wexton, Jennifer",D
N00041853,"Whalen, Charles",D
N00041232,"Whalen, Sean",I
N00041627,"Wheeler, Bruce",D
N00043054,"Whipple, Jeffrey",L
N00042521,"White, Anthony J",R
N00043520,"White, Jessica",3
N00042650,"White, Kentiel",D
N00042380,"White, Mitchell",R
N00043074,"White, Randy Alan",D
N00043291,"White, Thomas",R
N00041691,"White, Tim",D
N00027533,"Whitehouse, Sheldon",D
N00043174,"Whitlock, Perry",L
N00041872,"Whitmire, Marc",R
N00041424,"Whitney, Toby",D
N00043707,"Whittaker, Jed",R
N00041875,"Whittaker, Malcolm",R
N00003280,"Wicker, Roger",R
N00040730,"Wicks, Mark L",L
N00004582,"Wieczorek, Ronald",I
N00040848,"Wilcox, Rochelle",D
N00043775,"Wilcoxon, D Etta",3
N00042854,"Wild, Bill",D
N00041997,"Wild, Susan",D
N00027253,"Wildes, Michael",D
N00042606,"Wiles, Marilyn",R
N00012956,"Wiley, Albert Jr",R
N00043961,"Wilhem, John Howard",3
N00041498,"Wilkins, Becky Anderson",D
N00041053,"Williams, Audri Scott",D
N00042381,"Williams, Brant John-Michael",D
N00042238,"Williams, David Stuart",R
N00042528,"Williams, Eric",D
N00040882,"Williams, Greg",D
N00041186,"Williams, Joshua",D
N00041974,"Williams, Kathleen",D
N00042360,"Williams, Lynnette",D
N00041770,"Williams, Mark",D
N00043376,"Williams, Robert",D
N00030602,"Williams, Roger",R
N00043538,"Williams, Samuel Lee Jr",I
N00041536,"Williams, Stephanie",3
N00041541,"Williams, Steve",D
N00040023,"Williams, Steve",R
N00042843,"Williams, Sylvia",D
N00042529,"Williams, Vangie",D
N00036866,"Williams, Victor",R
N00042624,"Williamson, Joshua Alexander",D
N00033451,"Williamson, Walter John",D
N00043314,"Willis, Tom",R
N00043297,"Willis, Valerie",I
N00042562,"Wilson, Debbie",D
N00040942,"Wilson, Doug",D
N00030650,"Wilson, Frederica",D
N00041552,"Wilson, Jenny",D
N00024809,"Wilson, Joe",R
N00042701,"Wilson, John",D
N00041383,"Wilson, Katie",D
N00041758,"Wilson, Kurt",D
N00039516,"Wilson, Kurt",R
N00041201,"Wilson, Mary",D
N00043208,"Wilt, Robin",D
N00042919,"Wineinger, Merrilee",D
N00043435,"Wines, Travis",R
N00042104,"Winfield, Richard",D
N00042603,"Winfrey, Adia",D
N00031139,"Withington, Dick",3
N00041934,"Witt, Bryan",D
N00029459,"Wittman, Rob",R
N00040698,"Wolf, Benjamin Thomas",D
N00043831,"Wolf, Richard",I
N00043567,"Wolfe, John",D
N00041996,"Wolff, Denny",D
N00041990,"Wolfrum, Todd",R
N00039755,"Wolkowicz, Steven",R
N00031857,"Womack, Steve",R
N00041977,"Wong, Gerald",D
N00043112,"Wood, Chris",I
N00040971,"Wood, Dan",D
N00032416,"Woodall, Rob",R
N00041820,"Wooden, Fred",D
N00041834,"Woods, Tom",D
N00042663,"Woodsmall, Steve",D
N00041076,"Woody, Matt",I
N00040858,"Woody, Michael Erin",R
N00038798,"Woolridge, Ruby",D
N00041196,"Woolum, Al",D
N00041527,"Wordhouse, Ross",D
N00041962,"Worton, Stephen",D
N00043401,"Wright, Carla (Coffee)",D
N00042729,"Wright, Douglas",R
N00042236,"Wright, Jason",R
N00039080,"Wright, Kenneth",R
N00036301,"Wright, Paul",R
N00043231,"Wright, Peter",D
N00041670,"Wright, Rich",D
N00042240,"Wright, Ron",R
N00036699,"Wright, Sam",3
N00042041,"Wright, Theresa",D
N00040620,"Wu, Brianna",D
N00039128,"Wunder, Jasen",L
N00041112,"Wynes, Jeremy",R
N00041793,"Wynn, Adam",D
N00043649,"Wysocki, Frederick J",R
N00042993,"Yabut, Joshua",I
N00041244,"Yankovich, David",D
N00028073,"Yarmuth, John A",D
N00042379,"Yates, Mark",R
N00043600,"Yeh, Chin Chuan",I
N00041403,"Yhap, Medrick",D
N00031502,"Yoder, Kevin",R
N00033220,"Yoho, Ted",R
N00043942,"Yorgan, Ken",I
N00041441,"Young, Bob",R
N00034996,"Young, Chris",D
N00043718,"Young, Cole",D
N00043028,"Young, Coleman II",D
N00035509,"Young, David",R
N00007999,"Young, Don",R
N00035887,"Young, Geoffrey",D
N00043178,"Young, Keith",D
N00008502,"Young, Lih",D
N00043924,"Young, Stephen J",3
N00041669,"Young, Steve",3
N00041518,"Youngblood, Tanzie",D
N00035479,"Yu, Eugene",R
N00042087,"Yu, Peter",R
N00042776,"Yuksel, Yahya",D
N00043932,"Yusufov, Allen",3
N00040870,"Zarkades, Tony",D
N00042874,"Zarych, John",R
N00043940,"Zeidner, Tim",3
N00029404,"Zeldin, Lee",R
N00033306,"Zeller, Sid",D
N00041314,"Zelt, Andrew",R
N00043451,"Zeno, Renee",R
N00042248,"Ziegler, Edward",R
N00043329,"Zielinski, Jennifer L",R
N00042757,"Ziesing, Michael",3
N00042615,"Zimmerman, Jennifer",D
N00042831,"Ziol, Veronikka",D
N00041705,"Zmrhal, Eric K",R
N00040892,"Zordani, Jennifer",D
N00043139,"Zorn, Steve",D
N00041521,"Zubia, Adolf",D
N00042077,"Zuniga, Miguel",3
N00043676,"Zupan, Lawrence",R
N00041631,"Zwahlen, Sue",D
